base_user,imp_user,direction,mode,modality,fusion,k,threshold,tau_eer,tn,fp,fn,tp,accuracy,precision,recall,f1,frr,far,eer
user4,user6,user4->user6,unimodal_all,,,,0.837130069732666,0.45652198791503906,10,0,30,0,0.25,0.0,0.0,0.0,0.0,1.0,0.0
user4,user7,user4->user7,unimodal_all,,,,0.8377355933189392,0.4640180170536041,10,0,3,27,0.925,1.0,0.9,0.9473684210526316,0.0,0.1,0.0
user4,user8,user4->user8,unimodal_all,,,,0.8376137614250183,0.46059390902519226,10,0,9,21,0.775,1.0,0.7,0.8235294117647058,0.0,0.3,0.0
user4,user9,user4->user9,unimodal_all,,,,0.8377434611320496,0.4786767065525055,10,0,30,0,0.25,0.0,0.0,0.0,0.0,1.0,0.0
user5,user1,user5->user1,unimodal_all,,,,0.9513630270957947,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user5,user10,user5->user10,unimodal_all,,,,0.9681296944618225,0.5618598461151123,9,1,23,7,0.4,0.875,0.23333333333333334,0.3684210526315789,0.1,0.7666666666666667,0.4
user5,user11,user5->user11,unimodal_all,,,,0.9668173789978027,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user5,user12,user5->user12,unimodal_all,,,,0.9661857485771179,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user5,user2,user5->user2,unimodal_all,,,,0.9493678212165833,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user5,user3,user5->user3,unimodal_all,,,,0.9672934412956238,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user5,user4,user5->user4,unimodal_all,,,,0.9695373773574829,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user5,user6,user5->user6,unimodal_all,,,,0.9655011892318726,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user5,user7,user5->user7,unimodal_all,,,,0.9619793891906738,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user5,user8,user5->user8,unimodal_all,,,,0.9544609189033508,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user5,user9,user5->user9,unimodal_all,,,,0.9500117897987366,0.8746081590652466,9,1,10,20,0.725,0.9523809523809523,0.6666666666666666,0.7843137254901961,0.1,0.3333333333333333,0.18333333333333332
user6,user1,user6->user1,unimodal_all,,,,0.7370679378509521,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user6,user10,user6->user10,unimodal_all,,,,0.7370680570602417,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user6,user11,user6->user11,unimodal_all,,,,0.7370679378509521,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user6,user12,user6->user12,unimodal_all,,,,0.7370679378509521,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user6,user2,user6->user2,unimodal_all,,,,0.7370679378509521,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user6,user3,user6->user3,unimodal_all,,,,0.7370679378509521,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user6,user4,user6->user4,unimodal_all,,,,0.7370679378509521,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user6,user5,user6->user5,unimodal_all,,,,0.7370679378509521,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user6,user7,user6->user7,unimodal_all,,,,0.7370680570602417,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user6,user8,user6->user8,unimodal_all,,,,0.7370680570602417,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user6,user9,user6->user9,unimodal_all,,,,0.7370680570602417,1.0,9,1,0,30,0.975,0.967741935483871,1.0,0.9836065573770492,0.1,0.0,0.0
user7,user1,user7->user1,unimodal_all,,,,0.9550358057022095,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user7,user10,user7->user10,unimodal_all,,,,0.9388293623924255,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user7,user11,user7->user11,unimodal_all,,,,0.950112521648407,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user7,user12,user7->user12,unimodal_all,,,,0.9572288990020752,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user7,user2,user7->user2,unimodal_all,,,,0.9483839273452759,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user7,user3,user7->user3,unimodal_all,,,,0.9525260925292969,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user7,user4,user7->user4,unimodal_all,,,,0.9518715739250183,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user7,user5,user7->user5,unimodal_all,,,,0.9491689801216125,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user7,user6,user7->user6,unimodal_all,,,,0.9488739371299744,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user7,user8,user7->user8,unimodal_all,,,,0.9402559995651245,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user7,user9,user7->user9,unimodal_all,,,,0.9413490891456604,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user8,user1,user8->user1,unimodal_all,,,,0.9570735096931458,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user8,user10,user8->user10,unimodal_all,,,,0.960824191570282,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user8,user11,user8->user11,unimodal_all,,,,0.9591664671897888,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user8,user12,user8->user12,unimodal_all,,,,0.9474214315414429,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user8,user2,user8->user2,unimodal_all,,,,0.9615283608436584,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
